C:\Program Files\BOSE\Graham\Load Test\16-07-29\4984000.CSV


Created ,7/29/2016,11:12:58 AM
Exported,7/29/2016,11:13:19 AM

Channels
Disp,Load 1,Load 2,Ch 4,Ch 5,Ch 6,Ch 7,Ch 8,DirCmd A,UserCalc1,DirCmd O,Axial cmd,Axial err,Out 2 cmd,Out 2 err,

Units
mm,N,g,V,V,V,V,V,V,V,V,mm,%,V,%,

Movers
Axial,Out 2,

   
"Points","Elapsed Time ","Scan Time ","Disp   ","Load 1 ","Ch 4   ",
"      ","Sec          ","Sec       ","mm     ","N      ","V      ",
       1,         0.0000,      0.0000,  -0.2208,   -1.411,   -0.001,
       2,         0.0100,      0.0100,  -0.2204,   -1.412,   -0.001,
       3,         0.0200,      0.0200,  -0.2206,   -1.411,   -0.001,
       4,         0.0300,      0.0300,  -0.2213,   -1.411,   -0.001,
       5,         0.0400,      0.0400,  -0.2225,   -1.411,   -0.001,
       6,         0.0500,      0.0500,  -0.2242,   -1.411,   -0.001,
       7,         0.0600,      0.0600,  -0.2265,   -1.411,   -0.001,
       8,         0.0700,      0.0700,  -0.2292,   -1.411,   -0.001,
       9,         0.0800,      0.0800,  -0.2324,   -1.412,   -0.001,
      10,         0.0900,      0.0900,  -0.2363,   -1.411,   -0.001,
      11,         0.1000,      0.1000,  -0.2406,   -1.412,   -0.001,
      12,         0.1100,      0.1100,  -0.2454,   -1.411,   -0.001,
      13,         0.1200,      0.1200,  -0.2511,   -1.411,   -0.001,
      14,         0.1300,      0.1300,  -0.2562,   -1.411,   -0.001,
      15,         0.1400,      0.1400,  -0.2626,   -1.411,   -0.001,
      16,         0.1500,      0.1500,  -0.2689,   -1.411,   -0.001,
      17,         0.1600,      0.1600,  -0.2753,   -1.411,   -0.001,
      18,         0.1700,      0.1700,  -0.2829,   -1.411,    0.000,
      19,         0.1800,      0.1800,  -0.2907,   -1.411,    0.001,
      20,         0.1900,      0.1900,  -0.2982,   -1.411,    0.001,
      21,         0.2000,      0.2000,  -0.3063,   -1.412,    0.002,
      22,         0.2100,      0.2100,  -0.3144,   -1.411,    0.004,
      23,         0.2200,      0.2200,  -0.3229,   -1.411,    0.006,
      24,         0.2300,      0.2300,  -0.3314,   -1.411,    0.007,
      25,         0.2400,      0.2400,  -0.3405,   -1.411,    0.009,
      26,         0.2500,      0.2500,  -0.3492,   -1.412,    0.010,
      27,         0.2600,      0.2600,  -0.3575,   -1.411,    0.012,
      28,         0.2700,      0.2700,  -0.3668,   -1.411,    0.013,
      29,         0.2800,      0.2800,  -0.3752,   -1.411,    0.014,
      30,         0.2900,      0.2900,  -0.3839,   -1.412,    0.014,
      31,         0.3000,      0.3000,  -0.3925,   -1.411,    0.014,
      32,         0.3100,      0.3100,  -0.4012,   -1.411,    0.014,
      33,         0.3200,      0.3200,  -0.4092,   -1.411,    0.014,
      34,         0.3300,      0.3300,  -0.4177,   -1.411,    0.014,
      35,         0.3400,      0.3400,  -0.4257,   -1.411,    0.014,
      36,         0.3500,      0.3500,  -0.4330,   -1.412,    0.014,
      37,         0.3600,      0.3600,  -0.4402,   -1.411,    0.013,
      38,         0.3700,      0.3700,  -0.4474,   -1.412,    0.013,
      39,         0.3800,      0.3800,  -0.4541,   -1.411,    0.013,
      40,         0.3900,      0.3900,  -0.4603,   -1.412,    0.013,
      41,         0.4000,      0.4000,  -0.4669,   -1.411,    0.013,
      42,         0.4100,      0.4100,  -0.4715,   -1.411,    0.013,
      43,         0.4200,      0.4200,  -0.4769,   -1.411,    0.012,
      44,         0.4300,      0.4300,  -0.4812,   -1.412,    0.011,
      45,         0.4400,      0.4400,  -0.4854,   -1.412,    0.011,
      46,         0.4500,      0.4500,  -0.4891,   -1.412,    0.010,
      47,         0.4600,      0.4600,  -0.4920,   -1.412,    0.009,
      48,         0.4700,      0.4700,  -0.4949,   -1.411,    0.008,
      49,         0.4800,      0.4800,  -0.4965,   -1.411,    0.007,
      50,         0.4900,      0.4900,  -0.4980,   -1.411,    0.006,
      51,         0.5000,      0.5000,  -0.4992,   -1.412,    0.006,
      52,         0.5100,      0.5100,  -0.4994,   -1.411,    0.005,
      53,         0.5200,      0.5200,  -0.5007,   -1.411,    0.004,
      54,         0.5300,      0.5300,  -0.5020,   -1.412,    0.003,
      55,         0.5400,      0.5400,  -0.5045,   -1.411,    0.003,
      56,         0.5500,      0.5500,  -0.5077,   -1.412,    0.003,
      57,         0.5600,      0.5600,  -0.5119,   -1.412,    0.003,
      58,         0.5700,      0.5700,  -0.5172,   -1.411,    0.003,
      59,         0.5800,      0.5800,  -0.5232,   -1.412,    0.004,
      60,         0.5900,      0.5900,  -0.5301,   -1.411,    0.005,
      61,         0.6000,      0.6000,  -0.5380,   -1.411,    0.007,
      62,         0.6100,      0.6100,  -0.5463,   -1.412,    0.008,
      63,         0.6200,      0.6200,  -0.5560,   -1.411,    0.009,
      64,         0.6300,      0.6300,  -0.5656,   -1.411,    0.012,
      65,         0.6400,      0.6400,  -0.5771,   -1.412,    0.013,
      66,         0.6500,      0.6500,  -0.5885,   -1.412,    0.015,
      67,         0.6600,      0.6600,  -0.6008,   -1.411,    0.017,
      68,         0.6700,      0.6700,  -0.6138,   -1.411,    0.018,
      69,         0.6800,      0.6800,  -0.6269,   -1.412,    0.020,
      70,         0.6900,      0.6900,  -0.6412,   -1.411,    0.022,
      71,         0.7000,      0.7000,  -0.6554,   -1.412,    0.023,
      72,         0.7100,      0.7100,  -0.6703,   -1.411,    0.025,
      73,         0.7200,      0.7200,  -0.6850,   -1.411,    0.027,
      74,         0.7300,      0.7300,  -0.7004,   -1.411,    0.028,
      75,         0.7400,      0.7400,  -0.7158,   -1.412,    0.030,
      76,         0.7500,      0.7500,  -0.7309,   -1.411,    0.031,
      77,         0.7600,      0.7600,  -0.7469,   -1.411,    0.031,
      78,         0.7700,      0.7700,  -0.7624,   -1.411,    0.032,
      79,         0.7800,      0.7800,  -0.7781,   -1.412,    0.033,
      80,         0.7900,      0.7900,  -0.7939,   -1.411,    0.034,
      81,         0.8000,      0.8000,  -0.8086,   -1.412,    0.034,
      82,         0.8100,      0.8100,  -0.8245,   -1.413,    0.034,
      83,         0.8200,      0.8200,  -0.8388,   -1.412,    0.034,
      84,         0.8300,      0.8300,  -0.8535,   -1.411,    0.034,
      85,         0.8400,      0.8400,  -0.8676,   -1.411,    0.033,
      86,         0.8500,      0.8500,  -0.8807,   -1.411,    0.033,
      87,         0.8600,      0.8600,  -0.8940,   -1.412,    0.032,
      88,         0.8700,      0.8700,  -0.9063,   -1.411,    0.031,
      89,         0.8800,      0.8800,  -0.9181,   -1.412,    0.029,
      90,         0.8900,      0.8900,  -0.9296,   -1.411,    0.028,
      91,         0.9000,      0.9000,  -0.9400,   -1.411,    0.027,
      92,         0.9100,      0.9100,  -0.9500,   -1.412,    0.025,
      93,         0.9200,      0.9200,  -0.9587,   -1.411,    0.023,
      94,         0.9300,      0.9300,  -0.9668,   -1.412,    0.022,
      95,         0.9400,      0.9400,  -0.9743,   -1.411,    0.022,
      96,         0.9500,      0.9500,  -0.9807,   -1.411,    0.020,
      97,         0.9600,      0.9600,  -0.9862,   -1.411,    0.019,
      98,         0.9700,      0.9700,  -0.9907,   -1.411,    0.018,
      99,         0.9800,      0.9800,  -0.9944,   -1.411,    0.016,
     100,         0.9900,      0.9900,  -0.9970,   -1.411,    0.015,
       1,         1.0000,      0.0000,  -0.9985,   -1.411,    0.013,
       2,         1.0100,      0.0100,  -0.9997,   -1.412,    0.012,
       3,         1.0200,      0.0200,  -0.9987,   -1.411,    0.011,
       4,         1.0300,      0.0300,  -0.9981,   -1.412,    0.010,
       5,         1.0400,      0.0400,  -0.9961,   -1.412,    0.008,
       6,         1.0500,      0.0500,  -0.9931,   -1.411,    0.007,
       7,         1.0600,      0.0600,  -0.9895,   -1.411,    0.006,
       8,         1.0700,      0.0700,  -0.9843,   -1.413,    0.004,
       9,         1.0800,      0.0800,  -0.9788,   -1.413,    0.004,
      10,         1.0900,      0.0900,  -0.9717,   -1.411,    0.003,
      11,         1.1000,      0.1000,  -0.9642,   -1.412,    0.002,
      12,         1.1100,      0.1100,  -0.9558,   -1.413,    0.001,
      13,         1.1200,      0.1200,  -0.9461,   -1.411,   -0.001,
      14,         1.1300,      0.1300,  -0.9362,   -1.412,   -0.002,
      15,         1.1400,      0.1400,  -0.9252,   -1.412,   -0.004,
      16,         1.1500,      0.1500,  -0.9138,   -1.411,   -0.005,
      17,         1.1600,      0.1600,  -0.9014,   -1.413,   -0.008,
      18,         1.1700,      0.1700,  -0.8883,   -1.411,   -0.011,
      19,         1.1800,      0.1800,  -0.8753,   -1.412,   -0.013,
      20,         1.1900,      0.1900,  -0.8609,   -1.411,   -0.016,
      21,         1.2000,      0.2000,  -0.8468,   -1.411,   -0.019,
      22,         1.2100,      0.2100,  -0.8321,   -1.411,   -0.022,
      23,         1.2200,      0.2200,  -0.8168,   -1.411,   -0.024,
      24,         1.2300,      0.2300,  -0.8019,   -1.413,   -0.026,
      25,         1.2400,      0.2400,  -0.7862,   -1.412,   -0.028,
      26,         1.2500,      0.2500,  -0.7702,   -1.412,   -0.030,
      27,         1.2600,      0.2600,  -0.7549,   -1.411,   -0.032,
      28,         1.2700,      0.2700,  -0.7387,   -1.411,   -0.033,
      29,         1.2800,      0.2800,  -0.7231,   -1.411,   -0.034,
      30,         1.2900,      0.2900,  -0.7073,   -1.411,   -0.035,
      31,         1.3000,      0.3000,  -0.6924,   -1.411,   -0.036,
      32,         1.3100,      0.3100,  -0.6769,   -1.411,   -0.035,
      33,         1.3200,      0.3200,  -0.6617,   -1.413,   -0.036,
      34,         1.3300,      0.3300,  -0.6472,   -1.412,   -0.036,
      35,         1.3400,      0.3400,  -0.6332,   -1.411,   -0.035,
      36,         1.3500,      0.3500,  -0.6192,   -1.411,   -0.035,
      37,         1.3600,      0.3600,  -0.6069,   -1.411,   -0.034,
      38,         1.3700,      0.3700,  -0.5941,   -1.412,   -0.034,
      39,         1.3800,      0.3800,  -0.5824,   -1.411,   -0.033,
      40,         1.3900,      0.3900,  -0.5704,   -1.412,   -0.032,
      41,         1.4000,      0.4000,  -0.5602,   -1.411,   -0.031,
      42,         1.4100,      0.4100,  -0.5503,   -1.411,   -0.029,
      43,         1.4200,      0.4200,  -0.5412,   -1.411,   -0.028,
      44,         1.4300,      0.4300,  -0.5335,   -1.411,   -0.027,
      45,         1.4400,      0.4400,  -0.5256,   -1.411,   -0.026,
      46,         1.4500,      0.4500,  -0.5197,   -1.411,   -0.024,
      47,         1.4600,      0.4600,  -0.5136,   -1.412,   -0.023,
      48,         1.4700,      0.4700,  -0.5090,   -1.412,   -0.022,
      49,         1.4800,      0.4800,  -0.5058,   -1.411,   -0.020,
      50,         1.4900,      0.4900,  -0.5031,   -1.412,   -0.019,
      51,         1.5000,      0.5000,  -0.5016,   -1.412,   -0.017,
      52,         1.5100,      0.5100,  -0.5004,   -1.411,   -0.016,
      53,         1.5200,      0.5200,  -0.5011,   -1.411,   -0.015,
      54,         1.5300,      0.5300,  -0.5022,   -1.411,   -0.013,
      55,         1.5400,      0.5400,  -0.5039,   -1.411,   -0.012,
      56,         1.5500,      0.5500,  -0.5068,   -1.411,   -0.011,
      57,         1.5600,      0.5600,  -0.5105,   -1.411,   -0.010,
      58,         1.5700,      0.5700,  -0.5155,   -1.411,   -0.009,
      59,         1.5800,      0.5800,  -0.5214,   -1.411,   -0.008,
      60,         1.5900,      0.5900,  -0.5284,   -1.411,   -0.007,
      61,         1.6000,      0.6000,  -0.5362,   -1.412,   -0.006,
      62,         1.6100,      0.6100,  -0.5442,   -1.411,   -0.005,
      63,         1.6200,      0.6200,  -0.5543,   -1.411,   -0.004,
      64,         1.6300,      0.6300,  -0.5639,   -1.411,   -0.003,
      65,         1.6400,      0.6400,  -0.5747,   -1.413,   -0.003,
      66,         1.6500,      0.6500,  -0.5866,   -1.413,   -0.003,
      67,         1.6600,      0.6600,  -0.5985,   -1.411,   -0.002,
      68,         1.6700,      0.6700,  -0.6119,   -1.411,   -0.001,
      69,         1.6800,      0.6800,  -0.6251,   -1.411,    0.002,
      70,         1.6900,      0.6900,  -0.6388,   -1.411,    0.008,
