C:\Program Files\BOSE\Graham\Load Test\16-07-29\9810000.CSV


Created ,7/29/2016,11:17:26 AM
Exported,7/29/2016,11:17:46 AM

Channels
Disp,Load 1,Load 2,Ch 4,Ch 5,Ch 6,Ch 7,Ch 8,DirCmd A,UserCalc1,DirCmd O,Axial cmd,Axial err,Out 2 cmd,Out 2 err,

Units
mm,N,g,V,V,V,V,V,V,V,V,mm,%,V,%,

Movers
Axial,Out 2,

   
"Points","Elapsed Time ","Scan Time ","Disp   ","Load 1 ","Ch 4   ",
"      ","Sec          ","Sec       ","mm     ","N      ","V      ",
       1,         0.0000,      0.0000,  -0.2183,   -1.410,   -0.001,
       2,         0.0100,      0.0100,  -0.2181,   -1.411,   -0.001,
       3,         0.0200,      0.0200,  -0.2190,   -1.411,   -0.001,
       4,         0.0300,      0.0300,  -0.2191,   -1.411,   -0.001,
       5,         0.0400,      0.0400,  -0.2208,   -1.411,   -0.001,
       6,         0.0500,      0.0500,  -0.2224,   -1.411,   -0.001,
       7,         0.0600,      0.0600,  -0.2246,   -1.412,   -0.001,
       8,         0.0700,      0.0700,  -0.2275,   -1.411,   -0.001,
       9,         0.0800,      0.0800,  -0.2307,   -1.411,   -0.001,
      10,         0.0900,      0.0900,  -0.2347,   -1.412,   -0.001,
      11,         0.1000,      0.1000,  -0.2388,   -1.411,   -0.001,
      12,         0.1100,      0.1100,  -0.2433,   -1.411,   -0.001,
      13,         0.1200,      0.1200,  -0.2490,   -1.411,   -0.001,
      14,         0.1300,      0.1300,  -0.2542,   -1.411,   -0.001,
      15,         0.1400,      0.1400,  -0.2612,   -1.411,   -0.001,
      16,         0.1500,      0.1500,  -0.2676,   -1.411,   -0.001,
      17,         0.1600,      0.1600,  -0.2737,   -1.411,   -0.001,
      18,         0.1700,      0.1700,  -0.2815,   -1.411,   -0.001,
      19,         0.1800,      0.1800,  -0.2886,   -1.411,   -0.001,
      20,         0.1900,      0.1900,  -0.2972,   -1.411,   -0.001,
      21,         0.2000,      0.2000,  -0.3050,   -1.411,    0.000,
      22,         0.2100,      0.2100,  -0.3133,   -1.411,    0.002,
      23,         0.2200,      0.2200,  -0.3218,   -1.411,    0.006,
      24,         0.2300,      0.2300,  -0.3304,   -1.412,    0.009,
      25,         0.2400,      0.2400,  -0.3392,   -1.411,    0.012,
      26,         0.2500,      0.2500,  -0.3478,   -1.411,    0.015,
      27,         0.2600,      0.2600,  -0.3568,   -1.411,    0.018,
      28,         0.2700,      0.2700,  -0.3655,   -1.411,    0.020,
      29,         0.2800,      0.2800,  -0.3743,   -1.411,    0.023,
      30,         0.2900,      0.2900,  -0.3832,   -1.411,    0.024,
      31,         0.3000,      0.3000,  -0.3918,   -1.410,    0.027,
      32,         0.3100,      0.3100,  -0.4002,   -1.411,    0.028,
      33,         0.3200,      0.3200,  -0.4088,   -1.411,    0.030,
      34,         0.3300,      0.3300,  -0.4169,   -1.411,    0.030,
      35,         0.3400,      0.3400,  -0.4250,   -1.413,    0.030,
      36,         0.3500,      0.3500,  -0.4327,   -1.411,    0.029,
      37,         0.3600,      0.3600,  -0.4401,   -1.411,    0.028,
      38,         0.3700,      0.3700,  -0.4471,   -1.411,    0.028,
      39,         0.3800,      0.3800,  -0.4539,   -1.411,    0.027,
      40,         0.3900,      0.3900,  -0.4602,   -1.411,    0.027,
      41,         0.4000,      0.4000,  -0.4662,   -1.412,    0.026,
      42,         0.4100,      0.4100,  -0.4717,   -1.411,    0.025,
      43,         0.4200,      0.4200,  -0.4772,   -1.411,    0.025,
      44,         0.4300,      0.4300,  -0.4814,   -1.411,    0.023,
      45,         0.4400,      0.4400,  -0.4855,   -1.411,    0.023,
      46,         0.4500,      0.4500,  -0.4888,   -1.411,    0.022,
      47,         0.4600,      0.4600,  -0.4921,   -1.411,    0.021,
      48,         0.4700,      0.4700,  -0.4946,   -1.411,    0.019,
      49,         0.4800,      0.4800,  -0.4965,   -1.411,    0.018,
      50,         0.4900,      0.4900,  -0.4984,   -1.411,    0.017,
      51,         0.5000,      0.5000,  -0.4991,   -1.412,    0.016,
      52,         0.5100,      0.5100,  -0.4996,   -1.411,    0.015,
      53,         0.5200,      0.5200,  -0.5001,   -1.411,    0.013,
      54,         0.5300,      0.5300,  -0.5020,   -1.411,    0.012,
      55,         0.5400,      0.5400,  -0.5047,   -1.412,    0.011,
      56,         0.5500,      0.5500,  -0.5079,   -1.411,    0.010,
      57,         0.5600,      0.5600,  -0.5119,   -1.410,    0.010,
      58,         0.5700,      0.5700,  -0.5169,   -1.412,    0.010,
      59,         0.5800,      0.5800,  -0.5232,   -1.411,    0.011,
      60,         0.5900,      0.5900,  -0.5305,   -1.411,    0.011,
      61,         0.6000,      0.6000,  -0.5383,   -1.411,    0.013,
      62,         0.6100,      0.6100,  -0.5465,   -1.411,    0.014,
      63,         0.6200,      0.6200,  -0.5560,   -1.411,    0.016,
      64,         0.6300,      0.6300,  -0.5662,   -1.411,    0.018,
      65,         0.6400,      0.6400,  -0.5771,   -1.411,    0.021,
      66,         0.6500,      0.6500,  -0.5884,   -1.411,    0.023,
      67,         0.6600,      0.6600,  -0.6011,   -1.411,    0.026,
      68,         0.6700,      0.6700,  -0.6140,   -1.411,    0.029,
      69,         0.6800,      0.6800,  -0.6275,   -1.411,    0.031,
      70,         0.6900,      0.6900,  -0.6413,   -1.411,    0.034,
      71,         0.7000,      0.7000,  -0.6556,   -1.411,    0.037,
      72,         0.7100,      0.7100,  -0.6703,   -1.412,    0.040,
      73,         0.7200,      0.7200,  -0.6848,   -1.411,    0.042,
      74,         0.7300,      0.7300,  -0.7006,   -1.411,    0.045,
      75,         0.7400,      0.7400,  -0.7157,   -1.412,    0.046,
      76,         0.7500,      0.7500,  -0.7314,   -1.411,    0.049,
      77,         0.7600,      0.7600,  -0.7472,   -1.411,    0.049,
      78,         0.7700,      0.7700,  -0.7624,   -1.411,    0.052,
      79,         0.7800,      0.7800,  -0.7784,   -1.411,    0.054,
      80,         0.7900,      0.7900,  -0.7937,   -1.411,    0.056,
      81,         0.8000,      0.8000,  -0.8091,   -1.411,    0.058,
      82,         0.8100,      0.8100,  -0.8245,   -1.411,    0.059,
      83,         0.8200,      0.8200,  -0.8392,   -1.411,    0.060,
      84,         0.8300,      0.8300,  -0.8535,   -1.411,    0.060,
      85,         0.8400,      0.8400,  -0.8674,   -1.412,    0.061,
      86,         0.8500,      0.8500,  -0.8809,   -1.411,    0.060,
      87,         0.8600,      0.8600,  -0.8942,   -1.411,    0.059,
      88,         0.8700,      0.8700,  -0.9062,   -1.411,    0.058,
      89,         0.8800,      0.8800,  -0.9185,   -1.411,    0.057,
      90,         0.8900,      0.8900,  -0.9295,   -1.411,    0.056,
      91,         0.9000,      0.9000,  -0.9399,   -1.412,    0.056,
      92,         0.9100,      0.9100,  -0.9498,   -1.411,    0.055,
      93,         0.9200,      0.9200,  -0.9584,   -1.411,    0.054,
      94,         0.9300,      0.9300,  -0.9671,   -1.411,    0.052,
      95,         0.9400,      0.9400,  -0.9738,   -1.411,    0.051,
      96,         0.9500,      0.9500,  -0.9807,   -1.411,    0.049,
      97,         0.9600,      0.9600,  -0.9864,   -1.411,    0.046,
      98,         0.9700,      0.9700,  -0.9906,   -1.411,    0.045,
      99,         0.9800,      0.9800,  -0.9941,   -1.411,    0.043,
     100,         0.9900,      0.9900,  -0.9970,   -1.411,    0.041,
       1,         1.0000,      0.0000,  -0.9986,   -1.412,    0.038,
       2,         1.0100,      0.0100,  -0.9996,   -1.411,    0.036,
       3,         1.0200,      0.0200,  -0.9993,   -1.411,    0.033,
       4,         1.0300,      0.0300,  -0.9983,   -1.411,    0.031,
       5,         1.0400,      0.0400,  -0.9960,   -1.412,    0.028,
       6,         1.0500,      0.0500,  -0.9933,   -1.411,    0.027,
       7,         1.0600,      0.0600,  -0.9893,   -1.411,    0.024,
       8,         1.0700,      0.0700,  -0.9841,   -1.411,    0.023,
