C:\Program Files\BOSE\Graham\Load Test\16-07-29\12810000.CSV


Created ,7/29/2016,11:19:59 AM
Exported,7/29/2016,11:20:19 AM

Channels
Disp,Load 1,Load 2,Ch 4,Ch 5,Ch 6,Ch 7,Ch 8,DirCmd A,UserCalc1,DirCmd O,Axial cmd,Axial err,Out 2 cmd,Out 2 err,

Units
mm,N,g,V,V,V,V,V,V,V,V,mm,%,V,%,

Movers
Axial,Out 2,

   
"Points","Elapsed Time ","Scan Time ","Disp   ","Load 1 ","Ch 4   ",
"      ","Sec          ","Sec       ","mm     ","N      ","V      ",
       1,         0.0000,      0.0000,  -0.2199,   -1.412,   -0.001,
       2,         0.0100,      0.0100,  -0.2200,   -1.413,   -0.001,
       3,         0.0200,      0.0200,  -0.2206,   -1.411,   -0.001,
       4,         0.0300,      0.0300,  -0.2210,   -1.411,   -0.001,
       5,         0.0400,      0.0400,  -0.2216,   -1.411,   -0.001,
       6,         0.0500,      0.0500,  -0.2236,   -1.411,   -0.001,
       7,         0.0600,      0.0600,  -0.2261,   -1.412,   -0.001,
       8,         0.0700,      0.0700,  -0.2285,   -1.411,   -0.001,
       9,         0.0800,      0.0800,  -0.2322,   -1.412,   -0.001,
      10,         0.0900,      0.0900,  -0.2359,   -1.411,   -0.001,
      11,         0.1000,      0.1000,  -0.2403,   -1.411,   -0.001,
      12,         0.1100,      0.1100,  -0.2451,   -1.412,   -0.001,
      13,         0.1200,      0.1200,  -0.2501,   -1.412,   -0.001,
      14,         0.1300,      0.1300,  -0.2557,   -1.412,   -0.001,
      15,         0.1400,      0.1400,  -0.2616,   -1.413,   -0.001,
      16,         0.1500,      0.1500,  -0.2685,   -1.410,   -0.001,
      17,         0.1600,      0.1600,  -0.2755,   -1.411,   -0.001,
      18,         0.1700,      0.1700,  -0.2824,   -1.411,   -0.001,
      19,         0.1800,      0.1800,  -0.2902,   -1.411,   -0.001,
      20,         0.1900,      0.1900,  -0.2974,   -1.411,   -0.001,
      21,         0.2000,      0.2000,  -0.3061,   -1.412,    0.000,
      22,         0.2100,      0.2100,  -0.3140,   -1.411,    0.001,
      23,         0.2200,      0.2200,  -0.3227,   -1.411,    0.003,
      24,         0.2300,      0.2300,  -0.3317,   -1.412,    0.007,
      25,         0.2400,      0.2400,  -0.3397,   -1.411,    0.011,
      26,         0.2500,      0.2500,  -0.3486,   -1.411,    0.015,
      27,         0.2600,      0.2600,  -0.3572,   -1.411,    0.020,
      28,         0.2700,      0.2700,  -0.3663,   -1.411,    0.024,
      29,         0.2800,      0.2800,  -0.3750,   -1.411,    0.029,
      30,         0.2900,      0.2900,  -0.3839,   -1.411,    0.032,
      31,         0.3000,      0.3000,  -0.3927,   -1.412,    0.033,
      32,         0.3100,      0.3100,  -0.4010,   -1.411,    0.034,
      33,         0.3200,      0.3200,  -0.4096,   -1.411,    0.033,
      34,         0.3300,      0.3300,  -0.4172,   -1.411,    0.033,
      35,         0.3400,      0.3400,  -0.4253,   -1.411,    0.034,
      36,         0.3500,      0.3500,  -0.4331,   -1.411,    0.033,
      37,         0.3600,      0.3600,  -0.4404,   -1.411,    0.033,
      38,         0.3700,      0.3700,  -0.4475,   -1.411,    0.033,
      39,         0.3800,      0.3800,  -0.4539,   -1.412,    0.033,
      40,         0.3900,      0.3900,  -0.4600,   -1.411,    0.033,
      41,         0.4000,      0.4000,  -0.4663,   -1.411,    0.032,
      42,         0.4100,      0.4100,  -0.4714,   -1.411,    0.031,
      43,         0.4200,      0.4200,  -0.4768,   -1.412,    0.031,
      44,         0.4300,      0.4300,  -0.4811,   -1.412,    0.030,
      45,         0.4400,      0.4400,  -0.4853,   -1.411,    0.029,
      46,         0.4500,      0.4500,  -0.4889,   -1.411,    0.027,
      47,         0.4600,      0.4600,  -0.4921,   -1.411,    0.026,
      48,         0.4700,      0.4700,  -0.4944,   -1.411,    0.025,
      49,         0.4800,      0.4800,  -0.4966,   -1.411,    0.024,
      50,         0.4900,      0.4900,  -0.4981,   -1.411,    0.023,
      51,         0.5000,      0.5000,  -0.4994,   -1.411,    0.021,
      52,         0.5100,      0.5100,  -0.4997,   -1.410,    0.019,
      53,         0.5200,      0.5200,  -0.5004,   -1.411,    0.018,
      54,         0.5300,      0.5300,  -0.5016,   -1.411,    0.017,
      55,         0.5400,      0.5400,  -0.5042,   -1.411,    0.016,
      56,         0.5500,      0.5500,  -0.5079,   -1.411,    0.015,
      57,         0.5600,      0.5600,  -0.5120,   -1.411,    0.014,
      58,         0.5700,      0.5700,  -0.5177,   -1.412,    0.014,
      59,         0.5800,      0.5800,  -0.5233,   -1.411,    0.015,
      60,         0.5900,      0.5900,  -0.5300,   -1.411,    0.016,
      61,         0.6000,      0.6000,  -0.5379,   -1.411,    0.016,
      62,         0.6100,      0.6100,  -0.5463,   -1.412,    0.018,
      63,         0.6200,      0.6200,  -0.5563,   -1.411,    0.020,
      64,         0.6300,      0.6300,  -0.5660,   -1.411,    0.022,
      65,         0.6400,      0.6400,  -0.5773,   -1.411,    0.024,
      66,         0.6500,      0.6500,  -0.5888,   -1.411,    0.026,
      67,         0.6600,      0.6600,  -0.6011,   -1.412,    0.029,
      68,         0.6700,      0.6700,  -0.6140,   -1.411,    0.031,
      69,         0.6800,      0.6800,  -0.6274,   -1.413,    0.034,
      70,         0.6900,      0.6900,  -0.6414,   -1.411,    0.037,
      71,         0.7000,      0.7000,  -0.6554,   -1.411,    0.041,
      72,         0.7100,      0.7100,  -0.6704,   -1.411,    0.043,
      73,         0.7200,      0.7200,  -0.6851,   -1.411,    0.046,
      74,         0.7300,      0.7300,  -0.6999,   -1.411,    0.049,
      75,         0.7400,      0.7400,  -0.7160,   -1.412,    0.053,
      76,         0.7500,      0.7500,  -0.7315,   -1.411,    0.055,
      77,         0.7600,      0.7600,  -0.7469,   -1.412,    0.058,
      78,         0.7700,      0.7700,  -0.7627,   -1.411,    0.060,
      79,         0.7800,      0.7800,  -0.7783,   -1.410,    0.063,
      80,         0.7900,      0.7900,  -0.7937,   -1.412,    0.066,
      81,         0.8000,      0.8000,  -0.8092,   -1.411,    0.067,
      82,         0.8100,      0.8100,  -0.8241,   -1.411,    0.067,
      83,         0.8200,      0.8200,  -0.8393,   -1.413,    0.069,
      84,         0.8300,      0.8300,  -0.8534,   -1.411,    0.072,
      85,         0.8400,      0.8400,  -0.8675,   -1.411,    0.073,
      86,         0.8500,      0.8500,  -0.8809,   -1.410,    0.073,
      87,         0.8600,      0.8600,  -0.8940,   -1.411,    0.073,
      88,         0.8700,      0.8700,  -0.9066,   -1.411,    0.072,
      89,         0.8800,      0.8800,  -0.9180,   -1.411,    0.072,
      90,         0.8900,      0.8900,  -0.9296,   -1.411,    0.071,
      91,         0.9000,      0.9000,  -0.9398,   -1.411,    0.071,
      92,         0.9100,      0.9100,  -0.9496,   -1.412,    0.070,
      93,         0.9200,      0.9200,  -0.9588,   -1.411,    0.069,
      94,         0.9300,      0.9300,  -0.9666,   -1.411,    0.067,
      95,         0.9400,      0.9400,  -0.9743,   -1.411,    0.066,
      96,         0.9500,      0.9500,  -0.9804,   -1.412,    0.064,
      97,         0.9600,      0.9600,  -0.9860,   -1.411,    0.063,
      98,         0.9700,      0.9700,  -0.9906,   -1.411,    0.060,
      99,         0.9800,      0.9800,  -0.9938,   -1.411,    0.058,
     100,         0.9900,      0.9900,  -0.9972,   -1.412,    0.056,
       1,         1.0000,      0.0000,  -0.9983,   -1.411,    0.052,
       2,         1.0100,      0.0100,  -0.9989,   -1.412,    0.050,
       3,         1.0200,      0.0200,  -0.9989,   -1.412,    0.047,
       4,         1.0300,      0.0300,  -0.9978,   -1.412,    0.045,
       5,         1.0400,      0.0400,  -0.9960,   -1.411,    0.043,
       6,         1.0500,      0.0500,  -0.9931,   -1.412,    0.040,
       7,         1.0600,      0.0600,  -0.9895,   -1.411,    0.037,
       8,         1.0700,      0.0700,  -0.9840,   -1.411,    0.034,
       9,         1.0800,      0.0800,  -0.9786,   -1.411,    0.033,
      10,         1.0900,      0.0900,  -0.9717,   -1.412,    0.031,
      11,         1.1000,      0.1000,  -0.9642,   -1.411,    0.028,
      12,         1.1100,      0.1100,  -0.9561,   -1.411,    0.026,
      13,         1.1200,      0.1200,  -0.9464,   -1.411,    0.023,
      14,         1.1300,      0.1300,  -0.9363,   -1.411,    0.020,
      15,         1.1400,      0.1400,  -0.9254,   -1.412,    0.017,
      16,         1.1500,      0.1500,  -0.9133,   -1.411,    0.013,
      17,         1.1600,      0.1600,  -0.9014,   -1.411,    0.009,
      18,         1.1700,      0.1700,  -0.8884,   -1.412,    0.004,
      19,         1.1800,      0.1800,  -0.8750,   -1.411,   -0.001,
      20,         1.1900,      0.1900,  -0.8612,   -1.411,   -0.006,
      21,         1.2000,      0.2000,  -0.8469,   -1.412,   -0.011,
      22,         1.2100,      0.2100,  -0.8323,   -1.411,   -0.016,
      23,         1.2200,      0.2200,  -0.8168,   -1.412,   -0.021,
      24,         1.2300,      0.2300,  -0.8018,   -1.411,   -0.026,
      25,         1.2400,      0.2400,  -0.7860,   -1.411,   -0.031,
      26,         1.2500,      0.2500,  -0.7702,   -1.412,   -0.038,
      27,         1.2600,      0.2600,  -0.7547,   -1.412,   -0.043,
      28,         1.2700,      0.2700,  -0.7393,   -1.411,   -0.049,
      29,         1.2800,      0.2800,  -0.7232,   -1.411,   -0.052,
      30,         1.2900,      0.2900,  -0.7077,   -1.411,   -0.055,
      31,         1.3000,      0.3000,  -0.6920,   -1.411,   -0.057,
      32,         1.3100,      0.3100,  -0.6772,   -1.411,   -0.059,
      33,         1.3200,      0.3200,  -0.6619,   -1.411,   -0.061,
      34,         1.3300,      0.3300,  -0.6471,   -1.411,   -0.063,
      35,         1.3400,      0.3400,  -0.6333,   -1.411,   -0.066,
      36,         1.3500,      0.3500,  -0.6198,   -1.411,   -0.068,
      37,         1.3600,      0.3600,  -0.6067,   -1.411,   -0.071,
      38,         1.3700,      0.3700,  -0.5939,   -1.411,   -0.075,
      39,         1.3800,      0.3800,  -0.5821,   -1.411,   -0.075,
      40,         1.3900,      0.3900,  -0.5706,   -1.411,   -0.075,
      41,         1.4000,      0.4000,  -0.5603,   -1.411,   -0.072,
      42,         1.4100,      0.4100,  -0.5505,   -1.411,   -0.069,
      43,         1.4200,      0.4200,  -0.5413,   -1.411,   -0.067,
      44,         1.4300,      0.4300,  -0.5335,   -1.411,   -0.064,
      45,         1.4400,      0.4400,  -0.5258,   -1.411,   -0.062,
      46,         1.4500,      0.4500,  -0.5194,   -1.413,   -0.060,
      47,         1.4600,      0.4600,  -0.5142,   -1.412,   -0.058,
      48,         1.4700,      0.4700,  -0.5091,   -1.411,   -0.056,
      49,         1.4800,      0.4800,  -0.5058,   -1.411,   -0.054,
      50,         1.4900,      0.4900,  -0.5033,   -1.411,   -0.052,
      51,         1.5000,      0.5000,  -0.5013,   -1.411,   -0.050,
      52,         1.5100,      0.5100,  -0.5008,   -1.411,   -0.048,
      53,         1.5200,      0.5200,  -0.5008,   -1.411,   -0.045,
      54,         1.5300,      0.5300,  -0.5019,   -1.411,   -0.044,
      55,         1.5400,      0.5400,  -0.5039,   -1.411,   -0.041,
      56,         1.5500,      0.5500,  -0.5069,   -1.411,   -0.038,
      57,         1.5600,      0.5600,  -0.5106,   -1.411,   -0.035,
      58,         1.5700,      0.5700,  -0.5157,   -1.411,   -0.033,
      59,         1.5800,      0.5800,  -0.5211,   -1.411,   -0.031,
      60,         1.5900,      0.5900,  -0.5278,   -1.411,   -0.029,
      61,         1.6000,      0.6000,  -0.5361,   -1.412,   -0.027,
      62,         1.6100,      0.6100,  -0.5442,   -1.411,   -0.024,
      63,         1.6200,      0.6200,  -0.5539,   -1.412,   -0.022,
      64,         1.6300,      0.6300,  -0.5640,   -1.412,   -0.020,
      65,         1.6400,      0.6400,  -0.5747,   -1.412,   -0.019,
      66,         1.6500,      0.6500,  -0.5866,   -1.411,   -0.017,
      67,         1.6600,      0.6600,  -0.5988,   -1.411,   -0.015,
      68,         1.6700,      0.6700,  -0.6119,   -1.411,   -0.014,
      69,         1.6800,      0.6800,  -0.6252,   -1.412,   -0.012,
      70,         1.6900,      0.6900,  -0.6391,   -1.411,   -0.008,
      71,         1.7000,      0.7000,  -0.6537,   -1.412,   -0.002,
      72,         1.7100,      0.7100,  -0.6684,   -1.412,    0.005,
      73,         1.7200,      0.7200,  -0.6829,   -1.411,    0.013,
      74,         1.7300,      0.7300,  -0.6984,   -1.412,    0.021,
      75,         1.7400,      0.7400,  -0.7141,   -1.412,    0.027,
      76,         1.7500,      0.7500,  -0.7301,   -1.411,    0.032,
      77,         1.7600,      0.7600,  -0.7455,   -1.411,    0.037,
      78,         1.7700,      0.7700,  -0.7612,   -1.411,    0.043,
      79,         1.7800,      0.7800,  -0.7770,   -1.411,    0.048,
      80,         1.7900,      0.7900,  -0.7926,   -1.412,    0.052,
      81,         1.8000,      0.8000,  -0.8083,   -1.411,    0.054,
      82,         1.8100,      0.8100,  -0.8229,   -1.411,    0.056,
      83,         1.8200,      0.8200,  -0.8380,   -1.411,    0.059,
      84,         1.8300,      0.8300,  -0.8527,   -1.411,    0.061,
      85,         1.8400,      0.8400,  -0.8663,   -1.411,    0.064,
      86,         1.8500,      0.8500,  -0.8802,   -1.411,    0.066,
      87,         1.8600,      0.8600,  -0.8930,   -1.411,    0.068,
      88,         1.8700,      0.8700,  -0.9057,   -1.412,    0.068,
      89,         1.8800,      0.8800,  -0.9175,   -1.411,    0.069,
      90,         1.8900,      0.8900,  -0.9288,   -1.411,    0.070,
      91,         1.9000,      0.9000,  -0.9397,   -1.411,    0.069,
      92,         1.9100,      0.9100,  -0.9492,   -1.411,    0.070,
      93,         1.9200,      0.9200,  -0.9581,   -1.411,    0.069,
      94,         1.9300,      0.9300,  -0.9663,   -1.411,    0.068,
      95,         1.9400,      0.9400,  -0.9737,   -1.411,    0.067,
      96,         1.9500,      0.9500,  -0.9804,   -1.411,    0.065,
      97,         1.9600,      0.9600,  -0.9857,   -1.411,    0.063,
      98,         1.9700,      0.9700,  -0.9908,   -1.411,    0.061,
      99,         1.9800,      0.9800,  -0.9938,   -1.411,    0.058,
     100,         1.9900,      0.9900,  -0.9965,   -1.411,    0.056,
       1,         2.0000,      0.0000,  -0.9986,   -1.411,    0.054,
       2,         2.0100,      0.0100,  -0.9993,   -1.411,    0.051,
       3,         2.0200,      0.0200,  -0.9993,   -1.412,    0.048,
       4,         2.0300,      0.0300,  -0.9980,   -1.412,    0.046,
       5,         2.0400,      0.0400,  -0.9957,   -1.411,    0.043,
       6,         2.0500,      0.0500,  -0.9932,   -1.413,    0.041,
       7,         2.0600,      0.0600,  -0.9893,   -1.412,    0.038,
       8,         2.0700,      0.0700,  -0.9845,   -1.411,    0.036,
