C:\Program Files\BOSE\Graham\Frequency Response\Active\1hz.CSV


Created ,8/3/2017,4:14:11 PM
Exported,8/3/2017,4:14:21 PM

Channels
Disp,Load 1,Load 2,Ch 4,Ch 5,Ch 6,Ch 7,Ch 8,DirCmd A,UserCalc1,DirCmd O,Axial cmd,Axial err,Out 2 cmd,Out 2 err,

Units
mm,N,g,V,V,V,V,V,V,V,V,mm,%,V,%,

Movers
Axial,Out 2,

   
"Points","Elapsed Time ","Scan Time ","Disp   ","Load 1 ","Ch 4   ",
"      ","Sec          ","Sec       ","mm     ","N      ","V      ",
      88,        0.08700,     0.08700,  -0.9203,    1.446,    0.001,
      89,        0.08800,     0.08800,  -0.9196,    1.446,    0.001,
      90,        0.08900,     0.08900,  -0.9190,    1.446,    0.001,
      91,        0.09000,     0.09000,  -0.9182,    1.446,    0.001,
      92,        0.09100,     0.09100,  -0.9175,    1.446,    0.001,
      93,        0.09200,     0.09200,  -0.9167,    1.448,    0.001,
      94,        0.09300,     0.09300,  -0.9163,    1.446,    0.001,
      95,        0.09400,     0.09400,  -0.9155,    1.446,    0.001,
      96,        0.09500,     0.09500,  -0.9149,    1.446,    0.001,
      97,        0.09600,     0.09600,  -0.9141,    1.446,    0.001,
      98,        0.09700,     0.09700,  -0.9139,    1.446,    0.001,
      99,        0.09800,     0.09800,  -0.9130,    1.446,    0.001,
     100,        0.09900,     0.09900,  -0.9121,    1.446,    0.001,
     101,        0.10000,     0.10000,  -0.9116,    1.446,    0.000,
     102,        0.10100,     0.10100,  -0.9104,    1.446,    0.001,
     103,        0.10200,     0.10200,  -0.9098,    1.446,    0.000,
     104,        0.10300,     0.10300,  -0.9091,    1.446,    0.001,
     105,        0.10400,     0.10400,  -0.9083,    1.446,    0.001,
     106,        0.10500,     0.10500,  -0.9075,    1.445,    0.001,
     107,        0.10600,     0.10600,  -0.9072,    1.445,    0.001,
     108,        0.10700,     0.10700,  -0.9064,    1.446,    0.001,
     109,        0.10800,     0.10800,  -0.9056,    1.446,    0.001,
     110,        0.10900,     0.10900,  -0.9048,    1.446,    0.001,
     111,        0.11000,     0.11000,  -0.9037,    1.446,    0.000,
     112,        0.11100,     0.11100,  -0.9030,    1.446,    0.001,
     113,        0.11200,     0.11200,  -0.9019,    1.446,    0.000,
     114,        0.11300,     0.11300,  -0.9013,    1.446,    0.000,
     115,        0.11400,     0.11400,  -0.9007,    1.446,    0.000,
     116,        0.11500,     0.11500,  -0.8998,    1.446,    0.000,
     117,        0.11600,     0.11600,  -0.8991,    1.446,    0.000,
     118,        0.11700,     0.11700,  -0.8984,    1.446,    0.000,
     119,        0.11800,     0.11800,  -0.8972,    1.446,    0.000,
     120,        0.11900,     0.11900,  -0.8963,    1.446,    0.000,
     121,        0.12000,     0.12000,  -0.8956,    1.446,    0.000,
     122,        0.12100,     0.12100,  -0.8947,    1.446,    0.000,
     123,        0.12200,     0.12200,  -0.8936,    1.446,    0.000,
     124,        0.12300,     0.12300,  -0.8929,    1.446,    0.000,
     125,        0.12400,     0.12400,  -0.8919,    1.446,    0.000,
     126,        0.12500,     0.12500,  -0.8910,    1.446,    0.000,
     127,        0.12600,     0.12600,  -0.8901,    1.445,   -0.001,
     128,        0.12700,     0.12700,  -0.8893,    1.446,   -0.001,
     129,        0.12800,     0.12800,  -0.8885,    1.446,   -0.001,
     130,        0.12900,     0.12900,  -0.8876,    1.446,   -0.001,
     131,        0.13000,     0.13000,  -0.8867,    1.446,   -0.002,
     132,        0.13100,     0.13100,  -0.8857,    1.446,   -0.001,
     133,        0.13200,     0.13200,  -0.8850,    1.446,   -0.001,
     134,        0.13300,     0.13300,  -0.8840,    1.446,   -0.002,
     135,        0.13400,     0.13400,  -0.8830,    1.446,   -0.002,
     136,        0.13500,     0.13500,  -0.8821,    1.446,   -0.002,
     137,        0.13600,     0.13600,  -0.8809,    1.446,   -0.002,
     138,        0.13700,     0.13700,  -0.8798,    1.446,   -0.002,
     139,        0.13800,     0.13800,  -0.8789,    1.446,   -0.002,
     140,        0.13900,     0.13900,  -0.8779,    1.446,   -0.002,
     141,        0.14000,     0.14000,  -0.8769,    1.445,   -0.002,
     142,        0.14100,     0.14100,  -0.8757,    1.446,   -0.003,
     143,        0.14200,     0.14200,  -0.8749,    1.446,   -0.003,
     144,        0.14300,     0.14300,  -0.8736,    1.446,   -0.003,
     145,        0.14400,     0.14400,  -0.8726,    1.446,   -0.003,
     146,        0.14500,     0.14500,  -0.8718,    1.446,   -0.004,
     147,        0.14600,     0.14600,  -0.8708,    1.446,   -0.004,
     148,        0.14700,     0.14700,  -0.8696,    1.446,   -0.004,
     149,        0.14800,     0.14800,  -0.8689,    1.446,   -0.005,
     150,        0.14900,     0.14900,  -0.8678,    1.446,   -0.005,
     151,        0.15000,     0.15000,  -0.8668,    1.446,   -0.006,
     152,        0.15100,     0.15100,  -0.8657,    1.446,   -0.006,
     153,        0.15200,     0.15200,  -0.8644,    1.446,   -0.007,
     154,        0.15300,     0.15300,  -0.8634,    1.445,   -0.007,
     155,        0.15400,     0.15400,  -0.8624,    1.446,   -0.008,
     156,        0.15500,     0.15500,  -0.8612,    1.446,   -0.008,
     157,        0.15600,     0.15600,  -0.8601,    1.446,   -0.008,
     158,        0.15700,     0.15700,  -0.8591,    1.446,   -0.009,
     159,        0.15800,     0.15800,  -0.8581,    1.446,   -0.010,
     160,        0.15900,     0.15900,  -0.8570,    1.445,   -0.011,
     161,        0.16000,     0.16000,  -0.8558,    1.446,   -0.011,
     162,        0.16100,     0.16100,  -0.8550,    1.445,   -0.012,
     163,        0.16200,     0.16200,  -0.8537,    1.446,   -0.013,
     164,        0.16300,     0.16300,  -0.8526,    1.446,   -0.014,
     165,        0.16400,     0.16400,  -0.8516,    1.446,   -0.015,
     166,        0.16500,     0.16500,  -0.8502,    1.446,   -0.016,
     167,        0.16600,     0.16600,  -0.8491,    1.446,   -0.017,
     168,        0.16700,     0.16700,  -0.8478,    1.446,   -0.018,
     169,        0.16800,     0.16800,  -0.8466,    1.446,   -0.019,
     170,        0.16900,     0.16900,  -0.8454,    1.446,   -0.020,
     171,        0.17000,     0.17000,  -0.8441,    1.446,   -0.021,
     172,        0.17100,     0.17100,  -0.8432,    1.446,   -0.022,
